label,V2_Lower,V2_Upper,V3_Lower,V3_Upper,V4_Lower,V4_Upper,V5_Lower,V5_Upper,V6_Lower,V6_Upper,V7_Lower,V7_Upper,V8_Lower,V8_Upper,V10_Lower,V10_Upper,V11_Lower,V11_Upper,V12_Lower,V12_Upper,V13_Lower,V13_Upper,V14_Lower,V14_Upper,V15_Lower,V15_Upper,V16_Lower,V16_Upper,V18_Lower,V18_Upper,V19_Lower,V19_Upper,V20_Lower,V20_Upper,V21_Lower,V21_Upper,V22_Lower,V22_Upper,V23_Lower,V23_Upper,V24_Lower,V24_Upper,V26_Lower,V26_Upper,V27_Lower,V27_Upper,V28_Lower,V28_Upper,V29_Lower,V29_Upper,V30_Lower,V30_Upper,V31_Lower,V31_Upper,V34_Lower,V34_Upper,V35_Lower,V35_Upper,V36_Lower,V36_Upper,V37_Lower,V37_Upper,V38_Lower,V38_Upper,V39_Lower,V39_Upper,V41_Lower,V41_Upper,V42_Lower,V42_Upper,V43_Lower,V43_Upper,V44_Lower,V44_Upper,V45_Lower,V45_Upper,V46_Lower,V46_Upper,V47_Lower,V47_Upper,V48_Lower,V48_Upper,V49_Lower,V49_Upper,V50_Lower,V50_Upper,V51_Lower,V51_Upper,V52_Lower,V52_Upper,V53_Lower,V53_Upper,V54_Lower,V54_Upper,V55_Lower,V55_Upper,V56_Lower,V56_Upper,V58_Lower,V58_Upper,V59_Lower,V59_Upper,V60_Lower,V60_Upper,V61_Lower,V61_Upper,V62_Lower,V62_Upper,V63_Lower,V63_Upper,V64_Lower,V64_Upper
2,0,0,4,12,14,16,5,16,0,5,0,0,0,0,0,8,15,16,9,16,15,16,0,8,0,0,0,0,0,10,8,16,1,14,15,16,0,7,0,0,0,0,0,3,0,6,6,13,9,16,0,1,0,0,0,0,0,2,10,16,3,12,0,0,0,0,0,0,0,0,1,9,9,16,0,6,0,5,0,7,0,0,0,0,0,0,8,15,14,16,7,13,5,16,0,9,0,0,0,0,2,12,15,16,12,16,6,16,0,4,0,0
2,0,2,6,13,14,16,8,16,0,12,0,0,0,0,0,12,10,16,7,16,10,16,3,16,0,0,0,0,0,10,0,13,0,5,8,16,2,12,0,0,0,0,0,1,0,1,1,10,13,16,0,6,0,0,0,0,0,5,9,16,5,12,0,0,0,0,0,0,0,2,3,15,12,16,0,7,0,12,0,9,0,1,0,0,0,5,8,16,7,16,7,16,8,16,3,11,0,1,0,2,5,16,12,16,8,15,0,9,0,4,0,0
2,0,0,1,7,11,16,7,15,0,2,0,0,0,0,1,9,13,16,8,14,13,16,0,10,0,0,0,0,5,16,8,15,0,3,8,16,0,9,0,0,0,0,0,14,1,13,0,5,12,16,0,9,0,0,0,3,0,3,1,11,10,16,0,4,0,0,0,0,0,0,0,0,5,13,6,15,0,1,0,0,0,0,0,0,0,0,0,4,9,16,5,16,4,16,4,16,0,6,0,0,1,8,14,16,13,16,10,16,9,16,0,15
2,0,5,12,16,14,16,5,15,0,2,0,0,0,0,1,10,11,16,5,16,14,16,0,8,0,0,0,0,0,9,0,11,0,14,13,16,0,8,0,0,0,0,0,0,0,3,4,16,7,16,0,2,0,0,0,0,0,11,13,16,0,9,0,0,0,0,0,0,0,6,7,16,1,15,0,0,0,0,0,1,0,0,0,0,0,13,14,16,3,13,3,12,4,12,0,14,0,0,0,6,13,16,13,16,12,16,10,16,0,15,0,0
2,0,2,7,13,12,16,12,16,2,10,0,0,0,0,5,15,10,16,4,14,10,16,7,16,0,0,0,0,0,15,0,10,0,0,11,16,5,13,0,0,0,0,0,3,0,3,1,10,13,16,0,8,0,0,0,0,0,5,11,16,4,13,0,1,0,0,0,0,0,2,5,16,8,16,0,5,0,0,0,0,0,0,0,0,0,5,12,16,3,15,1,12,4,12,2,14,0,1,0,2,10,15,12,16,13,16,12,16,3,16,0,1
2,0,1,1,13,12,16,10,16,2,16,0,3,0,0,0,10,13,16,7,16,8,16,11,16,0,4,0,0,0,8,6,15,0,3,4,16,10,16,0,1,0,0,0,5,0,5,0,3,12,16,4,12,0,0,0,0,0,0,3,11,12,16,0,6,0,0,0,0,0,0,0,6,11,16,5,13,0,8,0,7,0,0,0,0,0,0,1,11,16,16,8,15,4,16,0,16,0,2,0,1,0,16,14,16,11,16,1,12,0,5,0,0
3,0,6,9,16,12,16,6,16,0,13,0,2,0,0,0,6,4,14,4,13,13,16,5,16,0,8,0,0,0,0,0,0,0,8,10,16,5,16,0,7,0,0,0,0,0,0,0,9,14,16,2,15,0,0,0,0,0,0,0,5,9,16,7,16,0,3,0,0,0,0,0,0,0,2,0,13,11,16,0,12,0,0,0,0,0,2,1,14,3,15,6,16,12,16,0,12,0,0,0,3,11,16,11,16,7,16,1,11,0,2,0,0
3,0,0,1,8,9,16,12,16,14,16,1,10,0,0,0,4,6,16,6,14,0,11,7,16,2,16,0,2,0,5,0,11,0,1,2,14,13,16,0,6,0,0,0,1,0,4,0,14,11,16,6,13,0,0,0,0,0,0,0,15,8,16,10,16,0,6,0,0,0,0,0,3,0,1,0,13,12,16,0,6,0,0,0,0,0,3,0,16,4,11,1,15,8,16,0,4,0,0,0,1,0,11,12,16,13,16,3,15,0,2,0,0
3,0,1,7,15,13,16,12,15,2,6,0,0,0,0,0,7,9,16,3,12,9,14,6,14,0,1,0,0,0,0,0,2,0,0,3,15,2,16,0,1,0,0,0,0,0,2,3,13,10,15,0,9,0,0,0,0,0,8,8,16,11,16,6,15,0,2,0,0,0,3,0,8,0,4,0,12,14,16,0,7,0,0,0,0,0,10,11,16,1,7,1,10,12,16,1,8,0,0,0,2,4,12,12,16,13,16,6,12,0,1,0,0
3,0,2,3,13,10,16,2,16,0,7,0,0,0,0,0,12,12,16,6,16,10,16,0,14,0,0,0,0,0,7,2,15,0,13,9,16,0,9,0,0,0,0,0,2,0,9,7,16,15,16,3,12,0,1,0,0,0,4,0,12,3,16,14,16,2,7,0,0,0,6,0,10,0,3,0,3,11,16,4,11,0,0,0,0,0,10,11,16,5,13,4,16,11,16,1,12,0,0,0,1,3,15,12,16,8,16,0,15,0,6,0,0
3,0,4,7,14,10,16,14,16,7,15,0,4,0,0,3,14,10,16,2,9,4,12,14,16,1,12,0,0,0,14,0,10,0,10,7,16,9,16,0,7,0,0,0,1,0,5,0,16,6,16,3,15,0,1,0,0,0,0,0,5,0,16,10,16,0,9,0,0,0,0,0,0,0,0,0,6,8,16,7,13,0,0,0,0,0,1,2,9,0,7,2,8,11,16,3,13,0,0,0,4,5,15,13,16,12,16,4,16,0,4,0,0
3,0,3,3,16,11,16,12,16,6,16,0,8,0,0,0,7,4,15,4,14,4,9,10,16,7,15,0,0,0,2,0,11,0,2,0,11,9,16,0,9,0,0,0,0,0,0,0,4,9,16,3,16,0,1,0,0,0,7,0,16,9,16,2,16,0,0,0,0,0,0,0,3,0,1,4,14,3,16,0,6,0,0,0,0,0,0,0,15,1,11,8,16,2,15,0,0,0,0,0,5,7,16,12,16,4,12,0,3,0,0,0,0
3,0,2,6,13,14,16,5,15,0,2,0,0,0,0,1,12,9,16,5,12,13,16,0,12,0,0,0,0,0,3,0,7,1,9,5,16,0,7,0,0,0,0,0,0,0,9,10,16,0,16,0,2,0,0,0,0,0,12,7,16,14,16,6,16,0,4,0,0,0,0,0,2,0,4,0,6,11,16,4,10,0,0,0,0,0,4,0,11,0,12,4,13,12,16,0,11,0,0,0,3,5,16,13,16,9,16,1,13,0,3,0,0
3,0,4,8,16,14,16,14,16,9,16,0,15,0,1,0,8,6,16,4,11,5,15,12,16,0,12,0,1,0,5,0,6,2,10,11,16,5,14,0,3,0,0,0,0,0,5,12,16,8,16,0,2,0,0,0,0,0,9,7,16,8,16,0,1,0,0,0,0,0,0,0,1,4,11,12,16,0,7,0,0,0,0,0,0,0,3,0,12,2,13,9,16,0,7,0,0,0,0,0,3,9,16,12,16,1,16,0,5,0,0,0,0
3,0,1,6,12,12,16,13,16,3,11,0,0,0,0,0,12,11,15,2,7,3,8,12,16,0,4,0,0,0,9,0,7,0,5,5,14,5,16,0,2,0,0,0,0,0,3,8,16,14,16,1,8,0,0,0,0,0,1,0,4,1,13,11,15,0,5,0,0,0,1,0,7,0,0,0,0,1,11,7,12,0,0,0,0,0,3,0,13,0,6,0,4,5,13,7,13,0,0,0,0,4,15,10,16,12,16,5,15,0,6,0,0
3,0,0,0,3,6,11,12,15,1,12,0,1,0,0,0,4,10,16,9,16,4,12,8,16,0,3,0,0,0,15,12,16,0,8,4,13,6,16,0,3,0,0,0,8,0,9,1,7,13,16,2,12,0,0,0,0,0,0,2,10,9,16,0,10,0,1,0,0,0,0,0,3,0,2,1,10,9,15,1,7,0,0,0,0,0,0,6,14,7,15,0,8,5,12,6,14,0,0,0,0,0,6,6,12,12,16,15,16,5,11,0,0
3,0,0,0,3,7,11,12,16,3,10,0,0,0,0,0,4,10,16,8,13,5,13,10,14,0,0,0,0,2,14,9,15,0,3,4,15,6,14,0,0,0,0,0,7,0,7,0,9,13,16,0,9,0,0,0,0,0,0,0,6,7,14,7,13,0,2,0,0,0,0,0,0,0,0,0,2,8,13,7,10,0,0,0,0,0,0,5,14,7,13,0,4,0,10,11,16,0,5,0,0,0,4,8,11,14,16,15,16,5,16,0,8
3,0,2,5,13,12,16,10,16,1,12,0,0,0,0,2,13,12,16,4,10,7,16,6,16,0,0,0,0,0,6,0,8,0,8,5,16,4,14,0,0,0,0,0,0,0,3,3,16,9,16,0,10,0,0,0,0,0,0,1,15,13,16,6,15,0,9,0,0,0,0,0,1,0,1,0,7,7,15,5,15,0,0,0,0,0,2,0,15,0,9,0,7,9,15,7,16,0,2,0,1,5,13,14,16,14,16,9,16,0,7,0,0
3,0,2,3,13,12,16,15,16,5,14,0,0,0,0,2,11,11,16,4,16,10,16,7,16,0,2,0,0,0,9,0,12,1,10,13,16,4,11,0,0,0,0,0,0,0,7,8,16,12,16,0,8,0,0,0,0,0,9,3,16,9,16,12,16,2,8,0,0,0,0,0,0,0,5,0,11,10,16,6,12,0,0,0,0,0,0,1,7,4,16,8,14,14,16,2,14,0,0,0,0,3,15,13,16,12,16,5,13,0,2,0,0
3,0,4,8,14,12,16,11,16,1,16,0,4,0,0,1,10,8,16,1,13,2,16,12,16,0,10,0,0,0,8,0,6,0,7,8,16,7,15,0,3,0,0,0,0,0,6,0,16,10,16,0,10,0,0,0,0,0,0,0,8,13,16,1,13,0,1,0,0,0,0,0,0,0,1,2,16,10,16,0,6,0,0,0,0,0,5,0,8,0,10,3,16,10,16,0,6,0,0,0,5,6,16,11,16,11,16,1,11,0,1,0,0
3,0,1,4,13,9,16,11,16,5,16,0,2,0,0,0,13,15,16,8,16,8,16,8,16,0,5,0,0,0,12,4,14,0,5,10,16,6,15,0,1,0,0,0,2,0,1,3,9,15,16,6,13,0,1,0,0,0,0,0,1,6,13,15,16,5,11,0,0,0,0,0,0,0,2,0,1,5,16,7,16,0,0,0,0,0,2,0,12,4,13,4,15,13,16,2,15,0,1,0,1,3,15,13,16,12,16,5,15,0,4,0,0
3,0,1,5,9,11,16,16,16,10,15,0,8,0,0,0,7,7,16,8,16,9,16,15,16,0,12,0,0,0,0,0,5,0,5,5,15,8,16,0,5,0,0,0,0,0,5,2,15,5,15,0,7,0,0,0,0,1,13,14,16,3,16,0,5,0,0,0,0,0,0,0,13,3,16,12,16,1,15,0,0,0,0,0,0,0,0,0,3,2,6,12,16,4,16,0,4,0,0,0,0,5,13,14,16,10,15,0,9,0,0,0,0
3,0,0,1,14,13,16,12,16,1,12,0,0,0,0,0,0,2,16,5,16,5,16,7,16,0,6,0,0,0,0,0,5,1,9,1,16,5,15,0,6,0,0,0,0,0,0,0,13,14,16,7,16,0,3,0,5,0,8,0,2,3,13,14,16,1,8,0,0,0,11,7,16,0,0,0,0,4,14,9,15,0,0,0,0,0,5,13,16,4,12,0,9,8,16,8,16,0,1,0,1,0,11,12,16,12,16,8,16,0,9,0,0
3,0,2,7,13,12,16,10,16,1,9,0,0,0,0,0,11,8,16,3,10,9,16,3,14,0,0,0,0,0,7,0,4,1,13,12,16,0,11,0,0,0,0,0,0,0,12,10,16,11,16,1,10,0,0,0,0,0,3,0,8,3,13,11,16,0,8,0,0,0,8,0,8,0,1,0,3,7,16,4,13,0,0,0,0,0,13,7,16,1,10,2,11,10,16,2,10,0,0,0,1,7,15,13,16,13,16,5,15,0,2,0,0
3,0,4,4,13,12,16,13,16,1,13,0,0,0,0,0,8,4,16,14,16,16,16,5,14,0,0,0,0,0,1,2,9,14,16,10,16,0,3,0,0,0,0,0,8,11,16,15,16,0,11,0,4,0,0,0,0,2,10,8,15,9,16,2,16,0,7,0,0,0,0,0,1,0,7,2,15,13,15,2,14,0,0,0,0,0,0,0,3,4,5,5,15,14,16,7,11,0,0,0,2,5,11,15,16,10,14,6,8,0,2,0,0
3,0,0,4,8,12,16,13,16,4,12,0,0,0,0,0,6,1,16,9,16,7,16,13,16,0,1,0,0,0,7,0,16,2,14,10,16,9,16,0,1,0,0,0,0,0,3,3,14,11,16,1,10,0,0,0,0,0,0,0,7,10,16,5,10,0,0,0,0,0,0,0,4,0,0,5,14,10,15,0,1,0,0,0,0,0,2,7,16,4,10,3,16,14,16,0,1,0,0,0,0,4,8,13,16,15,16,4,15,0,1,0,0
4,0,0,0,0,5,12,10,13,0,0,0,6,0,0,0,0,3,4,15,16,3,7,6,12,0,16,0,1,0,1,12,14,7,9,1,6,13,16,0,7,0,0,3,6,14,15,0,2,6,12,7,15,0,0,10,14,6,10,0,2,14,16,9,12,3,10,0,0,14,16,11,16,13,16,16,16,11,15,1,4,0,0,0,1,5,15,11,16,14,16,9,13,0,2,0,0,0,0,0,3,0,3,7,14,4,9,0,0,0,0,0,0
4,0,0,0,1,6,14,6,15,0,2,0,0,0,0,0,0,0,8,13,16,1,10,0,7,0,3,0,0,0,3,10,16,2,13,0,10,0,16,0,11,0,0,3,11,13,16,0,4,5,16,3,16,0,11,8,14,10,16,2,14,11,16,7,16,1,10,0,2,3,16,12,16,14,16,13,16,1,16,0,6,0,0,0,0,0,4,0,8,6,16,9,16,0,3,0,0,0,0,0,0,0,0,9,15,4,15,0,2,0,0,0,0
4,0,0,0,5,8,16,1,15,0,8,0,11,0,14,0,3,5,15,11,16,0,8,0,16,0,14,0,1,0,8,15,16,2,10,0,10,6,16,0,16,0,2,4,10,14,16,1,13,6,14,14,16,2,13,0,11,8,16,9,16,15,16,7,15,0,2,0,0,0,2,0,10,8,15,9,16,0,6,0,0,0,0,0,0,0,0,0,3,9,16,4,13,0,0,0,0,0,0,0,0,0,6,12,16,0,10,0,0,0,0,0,0
4,0,0,0,3,12,16,0,8,0,0,0,0,0,0,0,1,5,14,10,16,0,4,0,13,0,9,0,0,0,4,13,16,3,9,2,16,5,16,0,5,0,0,4,9,11,16,0,8,10,16,1,13,0,12,9,14,10,16,8,16,14,16,11,16,5,11,0,0,3,11,8,16,13,16,3,15,0,9,0,3,0,0,0,0,0,1,0,7,12,16,0,10,0,0,0,0,0,0,0,0,0,6,14,16,0,7,0,0,0,0,0,0
4,0,0,0,0,0,7,6,16,0,11,0,0,0,0,0,0,0,2,10,15,11,16,0,13,0,0,0,0,0,0,4,13,13,16,6,16,3,13,0,0,0,0,2,7,14,16,2,12,10,16,2,13,0,6,4,12,13,16,8,16,15,16,14,16,5,12,0,0,1,11,8,16,9,16,16,16,4,13,0,6,0,0,0,0,0,1,0,4,0,9,15,16,0,3,0,0,0,0,0,0,0,0,0,9,12,15,0,2,0,0,0,0
4,0,0,0,0,2,9,10,16,0,7,0,2,0,1,0,0,0,5,12,16,4,15,0,2,0,14,0,8,0,2,8,15,8,16,0,4,0,15,0,15,0,5,0,10,13,16,0,9,0,9,8,16,7,15,4,14,14,16,2,16,8,15,13,16,2,10,0,0,0,8,6,16,8,16,11,16,5,15,0,3,0,0,0,0,0,0,0,4,0,8,11,16,0,10,0,0,0,0,0,0,0,0,1,12,10,16,0,4,0,0,0,0
4,0,0,0,0,0,4,12,16,1,10,0,0,0,0,0,0,0,1,10,15,8,16,0,3,0,0,0,0,0,0,1,9,13,16,1,6,0,0,0,10,0,1,0,1,7,15,6,12,0,1,3,8,8,15,0,7,14,16,0,3,0,2,10,15,5,10,0,2,6,16,13,16,4,12,7,15,14,16,1,7,0,0,0,8,1,16,11,16,11,16,15,16,9,13,0,0,0,0,0,1,0,3,0,7,12,16,1,9,0,0,0,0
4,0,0,0,0,1,8,11,16,4,12,0,0,0,0,0,0,0,4,9,16,10,15,0,1,0,0,0,0,0,1,7,13,10,16,0,5,0,4,0,3,0,0,2,9,14,16,1,10,0,9,4,15,0,8,11,14,12,16,7,16,9,16,12,16,0,12,0,0,2,16,12,16,7,16,8,16,13,16,0,7,0,0,0,0,0,3,0,4,0,9,11,16,3,14,0,0,0,0,0,0,0,0,1,11,14,16,0,12,0,0,0,0
4,0,0,0,1,3,14,8,16,0,5,0,6,0,8,0,0,0,9,14,16,0,10,0,1,0,15,0,11,0,2,8,16,5,13,0,4,2,13,13,16,1,8,1,9,15,16,4,16,3,16,9,16,6,15,4,13,12,16,10,16,12,16,13,16,0,9,0,0,0,3,0,4,0,11,8,16,7,16,0,2,0,0,0,0,0,0,0,0,0,9,15,16,1,7,0,0,0,0,0,0,0,0,5,15,10,16,0,2,0,0,0,0
4,0,0,0,0,0,3,6,16,0,15,0,2,0,0,0,0,0,0,0,13,9,16,0,16,0,2,0,0,0,0,0,7,5,16,4,16,0,16,0,3,0,0,0,4,2,15,3,15,0,16,8,16,0,10,1,11,14,16,2,16,9,16,12,16,0,11,0,0,0,14,4,16,5,14,13,16,13,16,0,4,0,0,0,0,0,3,0,0,0,1,6,16,4,16,0,0,0,0,0,0,0,0,0,2,5,16,3,11,0,0,0,0
4,0,0,0,2,9,15,4,16,0,3,0,0,0,0,0,0,2,14,14,16,1,7,0,0,0,0,0,0,0,7,11,16,2,11,0,1,0,8,0,9,0,0,4,12,11,16,0,10,1,11,8,16,2,14,2,9,12,16,9,16,12,16,15,16,1,11,0,0,0,2,0,13,7,12,15,16,6,13,0,2,0,0,0,0,0,0,0,0,2,12,12,16,0,6,0,0,0,0,0,0,0,0,9,16,5,15,0,1,0,0,0,0
4,0,0,0,0,0,3,10,16,0,7,0,0,0,0,0,0,0,0,5,11,8,15,0,3,0,9,0,7,0,0,0,5,13,16,2,9,0,9,0,16,0,5,0,4,5,16,10,15,0,11,5,15,9,15,5,13,15,16,13,16,16,16,16,16,7,10,0,0,0,14,0,12,0,12,3,14,15,16,0,5,0,0,0,0,0,0,0,0,0,1,8,14,12,14,0,0,0,0,0,0,0,0,0,3,16,16,4,8,0,0,0,0
4,0,0,0,0,1,12,12,15,0,6,0,0,0,0,0,0,0,5,11,16,4,14,0,1,0,0,0,0,0,1,6,14,10,16,0,2,0,2,0,0,0,0,1,6,14,16,1,8,0,12,0,10,0,5,9,14,7,15,0,8,0,16,0,16,0,10,0,4,12,16,14,16,6,16,16,16,10,16,0,5,0,0,0,1,2,11,8,16,8,16,15,16,1,10,0,0,0,0,0,0,0,0,3,11,13,16,0,4,0,0,0,0
4,0,0,0,0,0,6,11,16,0,9,0,0,0,0,0,0,0,1,4,16,8,16,0,3,0,0,0,0,0,0,0,9,11,16,1,10,0,11,1,15,0,0,0,5,6,16,6,15,0,2,9,16,6,15,5,14,14,16,0,14,0,12,14,16,2,10,0,3,4,16,12,16,12,16,13,16,13,16,0,5,0,0,0,0,0,7,0,12,0,13,10,16,9,14,0,1,0,0,0,0,0,0,0,8,13,16,3,12,0,0,0,0
4,0,0,0,0,0,11,4,13,0,5,0,0,0,0,0,0,0,2,8,16,4,16,0,8,0,0,0,0,0,0,0,10,9,16,10,16,3,12,0,0,0,0,0,3,9,15,2,12,11,16,2,10,0,0,2,8,11,16,0,9,13,16,5,14,0,4,0,0,4,11,12,16,12,16,16,16,11,16,1,6,0,0,0,0,0,3,0,8,0,11,13,16,0,10,0,1,0,0,0,0,0,0,0,11,7,16,0,3,0,0,0,0
4,0,0,0,4,11,16,3,13,0,0,0,0,0,0,0,0,4,14,15,16,0,7,0,0,0,0,0,0,0,8,13,16,5,16,0,2,0,9,0,7,0,0,3,12,14,16,0,11,0,9,7,16,4,15,7,12,15,16,4,16,11,16,13,16,0,7,0,0,0,8,8,16,9,16,15,16,1,10,0,0,0,0,0,0,0,2,0,11,6,16,9,16,0,3,0,0,0,0,0,0,0,4,13,16,5,15,0,1,0,0,0,0
4,0,0,5,11,7,14,0,0,0,0,0,0,0,0,0,5,12,16,3,9,1,4,7,14,0,3,0,0,0,9,15,16,0,7,11,12,13,16,0,2,0,0,0,6,10,16,13,16,15,16,4,7,0,0,0,0,0,6,9,15,11,15,0,0,0,0,0,0,0,0,0,1,14,16,4,10,0,0,0,0,0,0,0,0,0,0,2,9,12,16,0,4,0,0,0,0,0,0,0,0,6,13,10,16,0,1,0,0,0,0,0,0
4,0,0,0,0,3,12,9,16,0,4,0,0,0,0,0,1,0,9,12,16,9,16,0,15,0,3,0,0,0,14,8,16,7,16,0,16,0,15,0,2,0,0,7,15,15,16,4,15,7,16,9,16,0,11,2,9,11,16,15,16,16,16,8,16,0,9,0,0,0,0,0,2,4,14,13,16,0,3,0,0,0,0,0,0,0,0,0,0,6,14,12,16,0,0,0,0,0,0,0,0,0,0,4,11,10,16,0,5,0,0,0,0
4,0,0,0,0,3,9,11,15,0,7,0,0,0,0,0,0,0,2,13,16,4,14,0,3,0,1,0,0,0,0,6,12,8,16,0,2,2,9,0,12,0,0,1,7,15,16,0,6,0,6,10,16,1,12,6,12,12,16,0,4,3,11,14,16,1,8,0,0,8,15,14,16,9,16,15,16,6,16,0,2,0,0,0,0,0,5,4,15,7,14,15,16,1,11,0,0,0,0,0,0,0,0,2,10,10,16,0,4,0,0,0,0
4,0,0,0,0,0,8,13,16,0,9,0,0,0,0,0,0,0,1,8,16,13,16,0,5,0,0,0,0,0,0,1,10,14,16,12,16,0,5,0,0,0,0,0,5,6,16,15,16,12,16,0,4,0,2,0,12,13,16,14,16,15,16,4,16,1,12,0,0,0,11,4,16,10,16,13,16,6,16,1,11,0,0,0,0,0,5,0,8,7,11,12,16,0,4,0,1,0,0,0,0,0,0,1,10,10,16,0,5,0,0,0,0
5,1,8,8,16,12,16,12,16,12,16,4,14,0,0,7,11,14,16,9,16,6,13,0,11,1,7,0,0,3,13,11,16,0,12,0,0,0,0,0,0,0,0,0,5,10,16,10,15,0,2,0,0,0,0,0,0,1,8,15,16,1,7,0,0,0,0,0,0,0,4,0,8,12,15,0,10,0,0,0,0,0,0,0,0,1,9,5,14,11,16,0,10,0,0,0,0,0,0,1,9,13,16,6,16,0,5,0,0,0,0,0,0
5,0,1,7,13,15,16,15,16,8,16,2,9,0,0,0,9,12,16,10,13,4,8,0,9,0,5,0,0,0,13,13,16,0,9,0,1,0,0,0,0,0,0,3,11,15,16,12,16,5,13,0,0,0,0,5,11,11,16,5,16,15,16,0,5,0,0,0,0,0,5,0,3,0,6,11,16,2,8,0,0,0,0,0,0,0,0,0,3,6,15,9,16,0,4,0,0,0,0,0,2,7,16,11,16,0,8,0,0,0,0,0,0
5,0,4,7,16,10,16,8,16,6,16,0,15,0,2,0,10,15,16,9,16,6,16,1,16,0,15,0,2,0,11,10,16,9,16,0,5,0,0,0,0,0,0,0,3,0,15,13,16,3,15,0,1,0,0,0,0,0,2,3,14,10,16,0,8,0,0,0,0,0,1,0,1,0,12,8,16,0,11,0,0,0,0,0,0,0,8,1,14,8,16,8,16,0,7,0,0,0,0,0,5,9,16,13,16,1,12,0,0,0,0,0,0
5,0,1,4,14,10,13,0,16,0,16,0,12,0,2,0,4,14,16,11,16,8,16,11,16,0,11,0,1,0,8,13,16,13,16,11,16,1,12,0,1,0,0,0,6,5,16,2,16,11,16,7,16,0,2,0,7,0,11,0,4,2,11,9,16,0,7,0,0,0,3,0,12,0,0,3,8,11,16,0,9,0,0,0,0,0,6,5,16,4,11,12,15,9,16,0,4,0,0,0,0,7,12,14,16,9,16,0,10,0,0,0,0
5,0,1,5,13,13,16,8,16,2,11,0,0,0,0,0,10,3,16,7,16,0,16,0,12,0,0,0,0,0,5,9,16,3,15,0,2,0,0,0,0,0,0,0,7,12,16,7,16,0,15,0,4,0,0,0,3,0,15,4,16,13,16,2,12,0,0,0,0,0,0,0,1,0,4,7,14,8,16,0,3,0,0,0,0,0,0,0,11,1,12,13,16,4,15,0,1,0,0,0,0,3,14,15,16,9,16,0,6,0,0,0,0
5,0,2,7,16,11,16,12,16,8,16,1,14,0,0,0,10,10,16,5,14,1,11,0,8,0,4,0,0,2,14,13,16,0,16,0,12,0,2,0,0,0,0,4,11,12,16,12,16,11,16,1,15,0,1,0,3,0,8,0,6,4,15,8,16,0,4,0,0,0,6,0,3,0,1,8,15,8,16,0,0,0,0,0,0,0,11,0,11,7,14,14,16,1,11,0,0,0,0,0,3,10,16,10,16,1,13,0,1,0,0,0,0
5,0,1,3,9,8,13,9,16,11,16,7,14,0,1,0,7,9,16,12,16,11,16,12,16,5,13,0,0,0,4,13,16,0,7,0,8,0,0,0,0,0,0,1,8,16,16,11,16,8,16,0,6,0,0,0,5,4,16,2,14,9,16,5,12,0,0,0,0,0,0,0,8,0,3,8,13,7,13,0,0,0,0,0,0,0,6,7,16,8,15,12,16,2,12,0,0,0,0,0,1,2,13,12,16,8,13,0,5,0,0,0,0
5,0,3,5,14,7,14,8,16,11,16,0,11,0,0,0,8,14,16,4,15,3,12,1,9,0,4,0,0,0,8,10,16,0,16,0,6,0,1,0,0,0,0,0,8,11,16,8,16,13,16,2,11,0,0,0,2,0,13,0,4,0,10,8,16,0,6,0,0,0,0,0,0,0,0,0,4,9,15,0,6,0,0,0,0,0,2,0,11,1,8,6,14,6,15,0,3,0,0,0,2,6,15,13,16,7,15,0,8,0,0,0,0
5,0,3,8,13,8,16,12,16,6,16,0,14,0,0,0,5,12,16,2,8,0,10,0,9,0,4,0,0,0,7,9,16,0,5,0,9,0,11,0,5,0,0,3,8,12,16,7,16,8,16,8,15,0,9,0,6,4,16,0,8,0,5,5,12,0,8,0,0,0,5,0,7,0,0,0,6,7,16,0,10,0,0,0,0,0,6,0,14,0,9,1,13,3,15,0,3,0,0,0,2,7,16,13,16,1,16,0,7,0,0,0,0
5,0,5,5,16,12,16,13,16,7,16,0,10,0,0,0,7,10,16,4,15,3,12,0,11,0,4,0,0,0,13,10,16,0,6,0,1,0,0,0,0,0,0,4,14,12,16,4,16,3,15,0,6,0,0,0,5,2,14,4,16,10,16,8,16,0,5,0,0,0,0,0,2,0,1,0,8,13,16,0,14,0,0,0,0,0,4,0,16,0,10,3,14,11,16,0,10,0,0,0,5,4,16,12,16,10,16,1,11,0,1,0,0
5,0,4,4,15,9,16,8,16,3,16,0,11,0,0,0,7,12,16,8,16,6,12,2,12,0,7,0,0,0,14,12,16,0,8,0,0,0,0,0,0,0,0,0,12,11,16,7,16,0,7,0,0,0,0,0,6,7,15,11,16,0,9,0,0,0,0,0,0,0,0,0,4,10,16,6,16,0,0,0,0,0,0,0,0,0,4,0,9,12,16,3,16,0,0,0,0,0,0,0,5,4,15,6,16,0,10,0,0,0,0,0,0
5,0,2,3,16,8,16,6,16,1,16,0,8,0,0,0,14,8,16,6,16,4,12,1,12,0,5,0,0,0,11,6,16,0,9,0,2,0,0,0,0,0,0,3,11,12,16,8,16,5,16,0,9,0,1,0,3,0,12,2,12,5,14,10,16,0,10,0,0,0,0,0,0,0,0,0,1,5,15,6,12,0,0,0,0,0,2,1,14,0,6,0,9,10,16,1,11,0,0,0,3,2,16,12,16,13,16,3,16,0,4,0,0
