label,PC1_Lower,PC1_Upper,PC2_Lower,PC2_Upper,PC3_Lower,PC3_Upper,PC4_Lower,PC4_Upper,PC5_Lower,PC5_Upper,PC6_Lower,PC6_Upper,PC7_Lower,PC7_Upper,PC8_Lower,PC8_Upper,PC9_Lower,PC9_Upper
5,0.163706468,0.743239796,-0.701109898,0.321958092,-0.640117565,-0.08307062,-0.998005193,-0.212123408,0.756157244,1.559437131,-0.818247129,0.074083814,-0.166890125,0.260719452,-0.010358309,0.59719107,-0.327709486,0.173313031
5,-0.125322183,0.389306643,-0.244152808,0.483733211,-0.236964708,0.283278117,-0.939003939,0.007343329,1.055820715,1.496971547,-0.248687496,0.361127165,-0.405392366,-0.008457362,-0.352818862,0.163724429,-0.921195245,-0.637473786
5,-0.504962119,0.356932085,0.200275997,0.754681105,-0.719631037,-0.586895025,-0.615296958,0.237290157,0.760995583,1.05873818,0.167680451,0.512697418,-0.775660896,-0.440218208,0.096974643,0.665424552,-0.354301097,0.021438845
5,-0.053496762,0.576887325,-0.644174095,0.031250941,-0.304062827,0.240467735,-0.959460039,-0.519222756,0.842102033,1.602946538,-0.478855521,-0.137265149,-0.379905026,0.106984533,-0.578060543,0.041268574,-0.674673315,-0.217828526
5,-0.480963024,0.245437841,-0.870937072,-0.475389359,0.287153107,0.572837932,-2.100642265,-1.561531189,0.358592393,1.061737655,-0.503572393,0.23729714,-0.88060387,0.049546864,-0.386869983,0.040762568,-0.161141974,0.317797843
6,-1.527198581,-1.116706837,-0.292800391,0.036215147,0.609536069,1.009182872,0.286333103,0.939403819,-0.058303785,0.418045859,-0.756052964,-0.049119521,-0.289194396,0.39428884,-0.596240726,-0.118391633,-0.527236228,0.050727996
6,-1.092396435,-0.651255342,0.798435314,1.211249849,0.590469428,1.034252358,-0.075650566,0.360469688,0.082816652,0.248769505,0.365380548,0.932042538,-0.805664629,-0.35852376,-0.174979992,0.177877303,-0.206811528,0.148541562
6,-1.531398288,-0.810088249,-0.244584338,0.513637066,-0.130176233,1.068683517,-0.622967556,-0.278566403,-0.063672565,0.296466434,-0.67296931,-0.200730644,-0.14071109,0.300039912,-0.962126343,-0.090349337,-0.711867766,-0.289070779
6,-1.481445305,-0.874831603,0.341619687,0.900537588,0.656316008,1.224471587,0.062681341,0.552365025,-0.001382504,0.35815994,0.125265635,0.614405042,-0.529745833,-0.024950189,-0.807352359,-0.272515367,-0.548002106,-0.243580384
6,-1.072917115,-0.412060218,-0.282556512,0.398871108,0.530107605,1.263676843,0.934494688,1.662283187,-0.33071391,0.023518957,0.583851622,0.928379036,-0.465052616,0.052984008,-0.097138111,0.116809658,-0.04927752,0.695659836
6,-1.06441359,-0.611790999,0.913384704,1.293995016,0.533018884,0.930037714,-0.248567217,0.280990682,-0.124306483,0.273144344,0.462369887,0.899453577,-0.418326688,-0.238108003,-0.442940414,0.200043687,-0.507064004,-0.104366542
6,-1.073456808,-0.687178843,0.295698502,0.724873757,0.687682326,1.134233712,0.285028941,0.64341193,-0.138147355,-0.023830881,0.456789085,1.218719054,-0.544256383,-0.290312362,-0.245459731,0.369246879,0.316385039,0.657004857
6,-0.703163964,-0.503941702,1.079583588,1.313815768,0.1300647,0.446848011,-0.221038697,0.393187604,-0.062910606,0.300324346,-0.419431874,0.154003331,-0.752775815,-0.439094244,0.236675752,0.84723111,0.322997612,0.689116941
6,-1.443409538,-1.139627908,0.13969813,0.657823867,0.754775332,1.298998944,0.43022074,0.979369774,-0.2247159,0.226368379,0.289748662,0.863437844,-0.090858558,0.441311145,-0.490368053,-0.100744517,-0.369556807,0.406490904
6,-1.507112792,-1.212800436,0.33052123,0.709359608,0.942962819,1.18207531,-0.1729297,0.42430207,0.063108926,0.302907207,-0.618968908,0.235188072,-0.188381524,0.344601473,-0.761408042,-0.38758974,-0.351074559,0.181325551
6,-0.78306704,-0.336283309,0.851167168,1.548521566,0.596945867,1.014533002,-0.51129531,-0.042054188,-0.456482111,0.040469073,0.471708353,1.160238998,-0.279155618,0.342652864,-0.216048234,0.181665617,-0.487630917,0.245360353
6,-1.051354919,-0.626889841,0.502492997,1.005274512,-0.205036382,0.810851115,-0.391034976,0.116755199,-0.263083847,0.399155543,-0.158177436,0.527966138,-0.811429046,-0.044355346,-0.760617697,-0.099071661,-0.666732504,-0.198175223
6,-1.34801889,-0.981125429,0.684163737,1.149728185,0.503510277,1.330109806,-0.297585613,-0.013660027,-0.032284271,0.424453161,0.051903589,0.529870369,-0.322263219,0.107295604,-0.584060952,0.027318133,-0.751985141,0.005206861
6,-1.336977898,-0.851658912,0.4277102,0.842551917,0.570416336,1.215878564,0.054638716,0.573943367,-0.20177917,0.090727463,0.614293099,1.268608162,-0.319329172,0.209064446,-0.534747788,-0.047339067,-0.294810622,0.353903893
6,-1.137336909,-0.740983651,0.957432975,1.365185632,0.761412982,1.240728225,-0.563685718,-0.171299763,-0.155920352,0.159537578,0.107135989,0.628063545,0.14276098,0.654676065,-0.370828872,0.001640822,-0.469440415,-0.164395605
6,-1.037029378,-0.697408583,0.443304788,0.458345654,0.665275672,0.942560309,0.283379655,0.33933566,-0.588320335,-0.33152546,0.396768057,0.751096832,-0.098146948,0.133736467,-0.520216803,0.075366385,-0.959430972,-0.938654722
6,-1.303946289,-0.692653367,0.635613581,1.090053144,0.343897542,1.011572894,0.479982411,1.064535187,-0.10736494,0.27108411,0.020518715,0.585242144,-0.836088269,-0.507537068,-0.45142692,0.104499763,-0.39925875,0.500291549
6,-1.206398398,-0.882785365,0.750471723,1.057890445,0.761317599,1.142225005,-0.366451527,-0.042882369,-0.360350686,0.002234595,0.523303734,1.032617166,0.268059865,0.650368965,-0.398225519,-0.027090994,0.016065187,0.365671186
6,-1.370913006,-0.865308273,0.093689734,0.454759205,0.556726428,1.079053125,0.470917826,1.016544975,-0.180916013,0.357628106,0.093158346,0.793518344,-0.482582723,0.103273417,-0.156839461,0.226874114,-0.494278807,0.001997829
6,-1.148876901,-0.799122408,0.776728273,1.100284221,0.778056477,1.213261179,-0.485944887,0.038739722,-0.295145685,0.141408488,0.693843744,1.31678292,-0.312982641,0.118051502,-0.444782528,0.05330295,-0.399948419,0.25223996
7,-0.282055446,0.342665138,-1.308194771,-1.088124989,-0.526411876,0.100972168,-0.795703812,-0.351670603,-1.214478108,-0.586515948,0.091381333,0.858858157,-0.869692259,-0.216766186,0.353322364,0.648435558,-0.178519373,0.349467386
7,-0.399681598,0.509613246,-1.156052064,-0.501144516,0.005517185,0.392802376,-0.593413385,-0.357367132,-0.877757316,-0.406493157,0.041438595,0.727175821,-1.200828555,-0.631656795,0.643833417,1.198566335,-0.053157572,0.726046482
7,-0.688406323,0.092729708,-1.32860559,-0.884038921,-0.075137381,0.702985944,-0.484574204,-0.005688353,-0.938677278,-0.187425743,0.265965752,0.743653419,-0.748218073,-0.142040889,0.971064752,1.36662664,-0.539305672,0.473479292
7,-0.543797872,-0.230122516,-0.902243903,-0.708732253,-1.361887759,-0.88410968,-0.788213196,-0.179932374,-1.0605637,-0.710886152,0.251043393,0.811373306,-0.022628736,0.415920565,-0.249003777,0.363447566,-0.920747212,-0.293987946
7,-0.791751223,0.000491878,-1.387143915,-1.08083837,-0.686460195,-0.115836338,-0.280024996,0.225937895,-1.222192668,-0.685092816,0.015393674,0.60742978,-0.235180696,0.322015417,0.222468095,0.900111362,-0.669162226,0.220050726
7,-0.143505784,0.237950721,-1.234663123,-0.956613119,0.05275634,0.093821626,-0.942374607,-0.609907208,-0.481964604,-0.254636943,-0.115960728,-0.043857245,-0.872994329,-0.706751845,-0.216519549,0.13224517,-0.448206565,-0.210570385
7,-0.070692785,0.504798128,-1.481669737,-1.154493878,-0.350944726,0.613376364,-0.468105913,-0.059591729,-0.621896692,-0.238313353,-0.450341731,0.296406683,-0.839748323,-0.260017944,0.242589134,0.623784042,0.639386767,0.939026847
7,0.08686923,0.330117235,-1.037405886,-0.701362998,-0.867961508,-0.726504477,-1.060159053,-0.738397195,-0.207336143,0.01967276,0.057449631,0.470620446,0.142730829,0.665521484,-0.807025214,-0.27582842,0.46052574,0.641927982
7,-0.351003347,0.194338626,-0.937730108,-0.534178372,-1.185448266,-0.348932174,-0.80008971,-0.088383607,-0.642370176,-0.261093769,-0.048949764,0.480969972,-0.201954882,0.474623591,-0.504900475,0.103967807,-0.476169988,0.088055533
7,-0.118146868,0.569810989,-1.222007639,-0.69927681,-1.555533175,-0.995464003,-0.648729116,-0.103314688,-0.645837434,-0.122783883,0.570067894,1.130512329,0.197573684,0.601418982,-0.302346503,0.134556422,-0.490537691,0.227622911
7,-0.394069563,0.025881676,-0.818368394,-0.520783512,-1.678678919,-0.973657656,-0.683590493,-0.259783516,-0.204153998,0.174828147,0.232554308,0.780651375,0.387172487,0.98476203,-0.462947641,-0.13060617,-0.514565079,0.086032866
7,-0.148108862,0.523583665,-1.443593677,-1.103619364,-1.009909918,-0.577227878,-0.869631702,-0.338849286,-0.717131754,-0.252496256,0.370483681,0.796714055,-0.817142571,-0.36182156,-0.171178649,0.233598479,0.132666757,0.724219483
7,-0.482734995,0.086931423,-1.250316724,-0.832581209,-1.62484939,-1.211194226,-0.595123737,-0.169252016,-0.558283079,0.1855177,0.338454566,1.237036591,-0.28172174,0.189026468,-0.278090649,0.078602735,-0.353772568,0.032984879
7,-0.912960253,-0.236416903,-0.846213951,-0.232151364,-1.705896067,-1.309835099,-0.223769637,0.386097686,-0.511462273,0.414102884,0.43455566,0.769536574,-0.211839058,0.355861394,-0.191460916,0.17748298,-0.974170816,-0.16350541
7,0.149217457,0.793253189,-1.397069285,-1.140106475,-1.194120806,-0.59356449,-1.071635704,-0.368875921,-0.805607708,0.00764905,0.600539781,1.000939007,-0.420599934,-0.090690151,-0.170391641,0.285569537,-0.150625528,0.460701952
7,-0.552282728,0.096696138,-0.535149047,0.042998648,-1.586572696,-1.108522747,-0.799459734,-0.621891882,0.070575825,0.700058335,-0.141067366,0.354981731,0.76763077,1.081249367,-0.620901681,-0.014799434,0.209349136,0.615776065
7,0.144573858,0.793418251,-1.423873299,-1.001122494,-0.66225778,-0.360747769,-0.537780764,-0.020353004,-0.644069046,-0.313581043,0.480962067,0.771683417,-0.487223187,0.285176193,0.399758184,0.59791757,-0.290331929,0.251312477
7,0.136332212,0.573908385,-1.195663478,-0.932810881,-0.643355697,-0.028920916,-0.808922039,-0.545095976,-0.919962421,-0.197645821,-0.16072499,0.546460847,-1.351990769,-0.608260278,0.010820155,0.543919649,0.236302791,0.757139899
7,-0.091080899,0.463799357,-1.132531955,-0.904008426,-0.782708279,-0.239542901,-0.849115858,-0.64592195,-0.758718068,-0.306693963,0.587705452,0.949927109,-0.475502715,0.101055519,-0.327461928,0.092245287,-0.416267689,0.21455874
7,-0.235871951,0.160272298,-1.359828576,-0.887728164,-1.058504006,-0.586239886,-0.843287525,-0.336490748,-1.149087471,-0.60265158,0.513158874,1.168607643,-0.411864139,0.172355548,-0.305384606,0.210711543,-0.541882331,-0.09938455
8,-0.240806421,0.110287451,-0.498721624,0.185332432,-0.402486651,0.144142563,0.689290323,1.230546623,-0.904230564,-0.250784533,-0.224283669,0.310279488,-0.930044468,-0.199083876,-0.559020291,-0.272412252,-0.531742794,0.106090824
8,-0.407414728,0.211997652,-0.148658695,0.572793285,-0.492427314,0.166978494,-0.250461619,0.623925191,-0.558497245,-0.130286478,0.211458599,0.827210095,-0.68133484,0.092337601,-1.159916526,-0.340663677,-0.157637692,0.401516862
8,-0.027369286,0.75231345,0.054747917,0.517664872,0.481480425,0.868514604,-0.14629956,0.575194552,-0.167968306,0.246131269,-0.018552169,0.5269792,-0.871945892,-0.564896934,-0.299807581,-0.060245627,-0.529067926,0.036102602
8,-0.008550107,0.78084571,-0.067044105,0.306971227,-0.580140579,0.247218964,0.04051211,0.475639496,-0.177680207,0.482503014,-0.004906648,0.630162591,-0.68552637,0.064693953,-1.181788955,-0.233152752,-0.440077686,0.230727275
8,-0.632953577,0.033049862,-0.590731262,-0.01353479,-0.395491253,0.410430168,-0.539167172,0.219922008,-0.35442528,0.234946514,-0.744346339,-0.239132822,-0.718005406,-0.469259614,-0.940175379,-0.675829087,-0.441127118,0.147317182
8,0.001127398,0.656672367,-1.014256484,-0.496373068,-0.128251556,0.53448503,-1.143819367,-0.442559074,-0.116933877,0.594471486,-0.674823428,0.101664972,-0.808631528,-0.039117185,-0.52831645,0.175164134,-0.209225088,0.276661229
8,-0.22838715,0.531807618,-0.935001173,-0.220241616,-0.493303237,0.293355259,-0.350901013,0.37400205,-0.493176742,-0.043477447,-1.010107137,-0.126430624,-0.876937501,-0.346084545,-0.582350005,0.132490436,-0.578492562,-0.118216668
8,-0.45212276,0.024697301,-0.974238624,-0.295751517,0.213916702,0.775545808,-0.610240322,0.322088679,-0.786042838,-0.068300647,-0.840513997,-0.161693777,-0.335994108,0.102671853,-0.005744492,0.437064259,0.070550967,0.417226808
8,-0.019044398,0.327219136,-0.09349769,0.481635775,0.355392991,0.703954342,0.290171425,0.567491987,-0.401084093,0.210623826,-0.727320295,-0.190566465,-1.032928281,-0.705207398,-0.53470183,0.480263642,-0.687641897,-0.230463248
8,-0.441139525,0.213907634,-0.747351412,-0.231993316,-0.450516374,-0.087434641,-0.757140733,-0.188215168,-0.428669536,0.309530557,-0.258418258,0.199827291,-0.251444112,0.037371443,-0.954382142,-0.455635403,-0.167752437,0.230755074
8,-0.307667436,0.202392622,-1.13140701,-0.33697655,-0.207425192,0.597594398,-1.080601164,-0.299250685,-0.693811062,-0.061779984,-1.064202372,-0.582999504,-0.848579611,-0.257029448,-0.577812588,-0.155578554,-0.065171974,0.720237299
8,-0.222082785,0.700687563,-1.123264546,-0.610454369,-0.064600603,0.691910285,-0.47285438,-0.053419264,-0.38392218,0.287342615,-0.892531251,-0.468517673,-0.609555417,-0.255135771,-0.34105609,0.377564781,-0.771366847,0.169539657
8,-0.675080231,0.228263546,-1.173057666,-0.435015765,0.207349189,0.878085705,0.329047463,0.960992825,-0.681786749,-0.216227868,-0.828579493,-0.457988395,-0.504534006,0.238591732,-0.58112046,-0.003203521,-0.453527131,-0.012041807
8,0.271435508,0.648635736,-0.437705172,0.044335318,0.095710108,0.695016017,-0.146108925,0.289715525,-0.346278299,0.286404275,-0.629242155,0.115700711,-0.752569183,0.017116706,-0.042527256,0.646890493,-0.567397772,0.267958525
8,0.062413057,0.734892979,-0.158361075,0.546742714,-0.35578934,0.504781361,-0.453067116,0.346846238,-0.453852533,0.129875771,-0.585795148,0.342611711,-1.027790312,-0.362368111,-1.003800269,-0.344037439,-0.538628382,0.040651545
8,-0.376057215,0.23917616,-0.648967926,-0.073660107,-0.196353964,0.462921741,0.494007278,1.179391827,-0.662068908,-0.184304393,-0.227338412,0.477905574,-0.550713506,-0.101892927,-1.188665137,-0.83219102,-0.472740685,-0.096031215
8,-0.651548268,0.084578969,-0.427143948,0.060513669,0.831700249,1.164861821,-0.035387429,0.427279943,0.294083603,0.523551443,-0.479905371,0.23714272,-0.25254613,-0.016358499,-0.394880972,-0.110767372,-0.046933614,0.55772284
8,-0.519542532,0.443244867,-0.477075448,0.318876856,-1.043334939,-0.279369822,-0.157108835,0.832589561,0.271193004,0.786228223,-0.427483493,0.459942836,0.076397209,0.430200995,-1.065736242,-0.30527212,-0.233395352,0.116309064
8,-0.644863189,0.382365675,-0.876598729,-0.335251922,-0.278067297,0.503367166,-0.285113726,0.298561105,-0.552057779,0.185066138,-0.956643762,-0.204596158,-0.281364057,0.276040797,-0.835378185,-0.128019111,-0.263784608,0.756825635
8,-0.944628464,-0.55044639,-0.717822267,-0.413353099,-0.600137399,-0.267031273,-0.388056587,-0.07711475,-0.70346568,-0.272518856,-0.277492641,0.148256293,-0.678895705,-0.302050531,-0.679514063,-0.060123344,-0.353377165,0.397538259
9,0.835937887,1.151524749,0.552900377,0.737614443,0.212303447,0.983501348,0.503854188,1.053722653,0.288731823,0.983198484,-0.418068184,0.366086864,0.060317862,0.451870292,0.389273819,0.753843805,0.660993572,0.923612613
9,0.854652874,1.108409272,0.583117059,1.02595563,-0.423229141,0.021971709,-0.092369454,0.315796881,-0.25756642,0.226972337,0.577394253,1.003993468,-0.375195864,-0.205469458,-0.506703379,-0.046003541,0.329380652,0.810566008
9,0.692327737,1.303819785,0.556547246,1.012746878,-0.52257286,0.059155738,-0.054906335,0.430885142,-0.465374526,0.144569233,-0.465227224,-0.08490786,-0.608396834,-0.288179683,-0.330104619,0.33032471,0.365305925,1.009036861
9,-0.056050142,-0.024882275,-0.986117519,-0.730321554,-1.039040706,-0.592383172,-0.588503597,-0.201522312,0.60905864,1.160651142,0.025156791,0.256628582,-0.048594735,0.05933525,-0.781988571,-0.50575651,0.352703455,0.670805337
9,0.643827717,1.250344435,0.496366157,0.877135617,-0.707883483,0.046924053,0.537811656,1.351952902,-0.374004792,0.522243256,-0.557962631,0.057792284,-0.287077556,0.379282477,0.09694136,0.668813728,0.219926097,0.768756261
9,1.049723971,1.519453488,0.558099478,0.902490986,-0.245560448,0.331854914,0.163608511,0.55820304,-0.190705792,0.349092825,0.089557624,0.928393939,-0.615938038,0.127760179,-0.383866227,0.472756545,0.620884677,1.235497426
9,0.412309813,0.827493669,0.387409415,0.918932651,-0.680559535,0.174026144,-0.27625075,0.258307759,-0.480069615,-0.129682023,0.121806109,0.761729974,-0.499553629,-0.22444223,-0.832925188,0.09370535,-0.031154755,0.344475924
9,-0.644842326,-0.0324464,-0.692964045,0.474275444,-1.831359078,-1.236981838,-0.090133383,1.154282897,0.414497266,0.946565584,-0.31937286,0.572344133,-0.837823911,0.065270916,-0.761528849,0.04282059,0.102661963,0.907951497
9,0.006144526,0.49629917,-1.066623449,-0.379412013,-1.415353826,-0.847293586,-0.963003597,-0.446142716,0.082437926,0.518861151,-0.107646273,0.48504745,-0.238334658,0.439278483,-0.70043636,-0.233880916,0.462195105,0.788544741
9,0.111389673,0.706014822,-1.199239827,-0.278985105,-0.595013731,0.186176371,-0.995299023,-0.240660126,-0.060251359,0.777031598,-0.624811141,-0.09265985,-0.438130775,0.069118983,-0.679959621,-0.13049729,0.056000878,0.950270709
9,1.027096304,1.559205996,0.469621093,1.022800061,-0.834986447,-0.303042127,-0.337575738,0.551218995,0.055667379,0.573177175,-0.387527904,0.322218357,-0.539392847,-0.116157765,-0.19257228,0.456150293,0.008027475,0.652828969
9,0.253823748,0.946416071,-0.00890439,0.793035541,-0.999182743,-0.314255261,-0.462845333,0.22047189,0.101098448,0.52713139,-0.233408583,0.47443959,-0.35538772,0.052555888,-0.327048495,0.638375247,-0.125001513,0.415265656
9,1.129532479,1.558019608,0.545722367,0.958222641,-0.396814033,0.036460765,-0.090578192,0.338918314,-0.212534569,0.137877019,-0.426710792,0.061090541,-0.536992969,-0.069537613,0.094076469,0.602289926,0.263400175,0.816983415
9,0.690523696,1.134245505,0.460663899,0.754812436,-0.184835085,0.341940419,0.625885085,1.207959847,-0.236277693,0.023785557,0.293117086,0.927092824,0.02556765,0.554250559,0.017056652,0.418205782,0.963273605,1.080419395
9,0.708497477,1.301019044,0.665507765,1.041965897,-0.562719008,0.039937807,0.432183671,0.835424164,-0.514043758,0.017876385,-0.239833053,0.352663546,-0.435596416,0.044552346,-0.52850369,-0.06357216,0.486442301,0.932188665
9,0.304506256,1.215367627,0.514880823,1.002611629,-1.090519454,-0.567922016,-0.059785738,0.6872768,-0.316471419,0.236717025,-0.692555639,-0.000243545,-0.524374242,-0.037719838,-0.632002402,-0.244646691,0.09085441,0.457558301
9,1.044872382,1.445255573,0.285129781,0.82596206,-0.94294098,-0.404669543,-0.356465402,0.452526506,-0.358071796,0.195757719,-1.032701679,-0.315209874,-0.312019483,0.332789999,-0.045701621,0.458003688,-0.085492656,0.430343791
9,0.776074918,1.08758724,-0.075982446,0.333526554,-0.604354341,-0.016351663,-0.212164079,0.619473527,0.046671734,0.496504871,-0.839913006,-0.024030466,-0.212592314,0.328876991,-0.094899892,0.953589091,-0.427716063,0.385804785
9,0.14306788,0.816143926,0.151123954,0.647889029,-0.157407443,0.474847424,-0.11285775,0.838811697,0.053414237,0.720725143,0.417022986,1.263643255,-0.520444076,-0.074968688,-0.200588589,0.614444044,0.337211617,0.86431362
9,0.058623836,0.542945504,-0.333529735,0.050093619,-1.749945863,-1.540012098,0.062186436,0.55731612,0.018371401,0.807707238,-0.723191637,-0.233275545,0.184960692,0.542367081,-0.274862896,0.290055264,0.542561616,1.007415262
